5.994537970211494954e-02,1.154530065100762854e-03
9.459688140950529844e-02,3.208058240656057000e-04
6.953729697001892474e-02,1.354445248928288483e-03
5.929210132199646405e-02,3.338457811042293624e-03
4.150504972101370926e-02,2.915502966381456457e-04
7.819430386118150778e-02,8.749873018165072553e-04
4.334818688896957539e-02,9.139236570698825238e-04
1.674761709905751017e-01,8.656378444352448662e-04
2.496796509929892216e-01,2.572997448867694577e-04
3.642497814163536685e-02,3.111288004833158427e-03
1.963185297077079186e-03,6.040805556926905420e-04
9.418333742358825107e-04,1.909677396762065509e-03
1.050395995386666946e-03,1.225480074378078712e-03
3.251237748061584169e-03,3.598446698952306017e-04
9.220368492821459313e-05,1.713417566999883741e-03
1.140712807390514849e-04,5.147817057246855755e-04
2.555886934837625074e-05,2.170666560344178524e-03
2.236712451466248575e-03,8.873649000426137587e-04
1.884212338381040328e-03,2.176100725282048218e-03
2.553078496226916620e-03,1.202182601306133782e-03
4.811588724309824247e-03,1.316884279265117261e-03
2.008662409277998245e-03,7.092505602482443092e-04
7.744765138505184127e-04,3.185889375188314786e-03
1.897666172062892039e-03,1.052762911456083406e-03
1.575087020029273567e-04,5.620555114925774578e-04
1.278134358447736334e-03,9.504279605049158371e-04
1.936157725254419003e-04,1.975442626831157696e-05
3.621835458467823066e-03,3.658659492357085310e-04
9.232552924702420311e-04,1.100185469086691851e-03
6.701621076123188752e-04,3.492227106934198567e-04
3.845049113829085170e-04,9.809795666296066124e-04
1.862277523195106019e-03,5.707861664506411322e-04
7.621547494009997190e-04,1.483881899055069316e-04
1.051524507657016112e-03,3.610719428594440835e-04
2.373568271694313477e-05,8.602024091410343269e-04
1.202991617483830820e-03,9.110065245160237253e-04
1.184992369450459538e-03,8.705906736631478056e-04
1.200698009199750813e-03,1.079482025548983816e-03
3.601182018926907431e-03,1.076261138665068591e-03
1.432931033138213663e-03,5.755254771763617001e-04
5.574845473984648987e-04,2.312490896207662280e-03
7.189217621436272583e-04,4.670302180107560467e-04
1.496709176013635454e-03,5.835283119538552587e-04
7.772588164221502262e-05,2.267926378445285929e-03
1.375087087451721743e-03,1.672619174980240339e-03
1.389708659782869313e-03,1.240546745769007019e-03
2.955692981639020719e-04,1.076543339068228690e-04
1.727175453055780022e-04,2.567984563407323985e-03
4.742012814724441434e-04,1.276822769461652754e-03
5.657226677955752960e-04,6.896181416776993485e-03
1.056646237557748056e-03,1.649993374671012304e-04
7.224153148113503968e-04,2.065073389342851964e-03
5.573985135594705653e-03,1.807536133829107296e-04
1.346855696787372097e-04,9.744470299623125007e-04
2.931853032556619074e-04,1.347390678527923531e-04
2.201234950238212165e-04,1.920348760266383376e-03
1.324822018469905965e-03,1.678553245338064914e-03
3.654851312870392114e-04,8.581560778720156947e-04
7.857535294926629686e-04,5.329780824871842163e-04
3.507151929259934102e-04,7.306100893492393784e-05
2.166372018809640328e-04,1.218548626348896213e-03
1.463482122770049226e-04,6.159813048523621413e-04
1.336496129866061866e-03,1.305085431809209365e-03
1.860860876935847819e-04,2.051683387786398371e-03
2.738888637041006079e-04,3.781680756231878271e-03
5.756229686782909265e-04,1.974014884161632427e-03
2.152679019870207700e-03,1.201102653096287080e-05
1.278155606115634194e-04,4.548797286987575779e-04
2.277169064731789701e-03,1.334609546729013680e-03
1.264264695689250968e-04,1.919350680563127669e-04
4.691224125548197621e-03,7.503618942839075136e-04
7.912530916041028923e-04,5.695012771624928072e-05
4.707360751824508742e-03,2.274529046237503966e-04
1.161820273461583930e-03,1.905688909924060646e-05
1.682075997299804261e-03,1.608926389196861477e-03
5.002299850688348223e-05,2.584064504062355615e-04
4.159503548634766574e-04,4.318471868615156414e-04
1.602395116626674845e-04,2.683104575393024417e-03
4.394323581094979102e-04,1.242358428307303083e-03
1.581521662392270278e-04,3.298232794761274107e-05
4.788799426457702318e-04,1.834362527017309973e-04
6.693095457113257219e-04,9.902627066195259127e-04
8.295901220603116505e-05,8.775669048276254569e-04
1.475539064156951123e-03,2.769199296234700907e-04
1.046222478277793102e-03,2.773956935446821297e-03
3.859245131731164685e-04,9.702303606267349487e-04
9.269237429975997131e-04,7.819087479993876849e-04
1.234427445101085943e-04,9.086105843455658752e-04
1.073498791835523786e-03,1.335105978383220419e-03
3.315057095034031152e-03,3.811144193191878761e-04
4.799551394773489497e-04,6.493250223137712884e-02
1.377506433923466299e-03,3.011271899939580582e-02
1.768494247129747234e-04,2.634198749568754730e-02
1.576575728415503244e-03,3.693793958336015204e-01
4.275174281792491976e-04,1.720078272884173476e-01
2.532043978077067894e-04,8.620475529644469614e-02
1.105073761690511264e-03,3.298792101102946545e-02
2.541730501208300469e-05,3.752607857455986240e-02
2.209500574154667479e-03,7.643225046551656646e-03
5.889363377208791422e-06,7.286358822293491355e-02
